codecommune;NSCOL15P;DIPLMIN;BEPC;CAPBEP;BAC;SUP2;SUP34;SUP5
10308;161;36;7;58;30;19;6;5
10309;73;25;2;16;13;6;10;1
10310;161;35;7;48;28;20;15;7
10312;127;47;4;48;17;6;3;2
10313;282;113;17;83;32;22;9;7
10314;317;109;13;90;58;26;12;9
10315;35;13;3;17;1;0;0;2
10316;173;33;8;73;34;14;7;3
10317;983;348;58;258;146;78;57;38
10318;124;25;7;44;23;13;2;10
10319;269;61;10;102;54;14;12;16
10320;178;33;10;64;32;15;19;6
10321;2566;530;174;672;417;305;262;206
10323;10636;3911;728;3178;1469;606;443;301
10324;123;26;2;46;21;21;1;6
10325;2600;459;158;711;469;354;257;192
10326;154;58;5;44;21;14;6;6
10327;90;36;11;26;9;3;3;3
10328;294;68;22;90;45;33;20;15
10329;400;109;14;120;58;48;38;13
10330;92;21;8;22;23;12;5;3
10331;410;97;17;135;74;45;25;17
10332;355;48;15;116;66;49;48;14
10333;9060;2254;536;2191;1468;1071;858;683
10334;423;98;24;163;76;35;20;8
10335;179;56;13;56;26;16;7;3
10336;301;45;12;103;61;31;25;23
10337;26;7;3;4;6;4;1;1
10338;127;27;8;46;26;10;11;0
10339;205;56;14;59;34;26;10;6
10340;1724;363;84;509;311;201;141;114
10341;264;67;11;76;61;25;11;13
10342;301;51;12;90;68;34;25;20
10343;5097;1273;301;1366;791;532;439;395
10344;640;100;32;198;112;88;54;56
10345;314;66;27;111;56;32;13;9
10346;51;15;4;20;8;4;1;0
10347;164;51;11;50;33;11;5;3
10348;165;41;7;57;28;13;18;2
10349;2263;489;102;693;392;249;198;141
10350;469;140;29;140;74;42;23;21
10351;271;66;13;83;53;36;10;10
10352;1230;300;62;316;206;163;118;65
10353;631;138;29;219;109;69;42;24
10354;110;26;1;49;17;11;2;3
10355;57;6;8;15;15;6;6;3
10356;193;38;9;63;33;22;17;11
10357;2369;649;132;659;351;257;168;152
10358;799;229;40;241;143;78;45;24
10359;390;88;17;141;67;40;22;15
10360;622;100;29;223;80;83;60;46
10361;165;25;23;54;37;18;7;1
10362;8003;2082;567;1942;1274;866;628;644
10363;425;124;31;135;60;41;21;13
10364;64;26;2;23;7;1;3;1
10365;102;39;3;38;11;8;1;2
10366;56;14;1;22;12;5;1;1
10367;479;108;30;183;78;43;22;16
10368;744;213;38;256;108;68;33;29
10369;144;50;4;49;18;13;6;4
10370;184;51;12;55;30;17;11;9
10371;226;44;10;74;27;28;21;22
10372;307;80;25;111;44;22;14;11
10373;304;61;20;90;52;36;21;25
10374;132;34;9;47;15;16;5;6
10375;257;60;8;85;36;33;22;12
10376;119;33;3;46;18;8;6;5
10377;88;18;7;32;14;13;2;2
10378;58;21;4;11;9;8;2;2
10379;346;92;23;110;52;37;19;13
10380;58;13;3;23;10;5;2;1
10381;723;121;37;214;128;101;69;53
10382;842;280;49;303;97;55;37;21
10383;139;39;5;41;23;14;13;4
10384;176;49;7;59;34;12;11;4
10386;169;40;20;68;20;12;4;6
10387;43577;13195;2594;10032;6590;4189;3429;3547
10388;38;10;1;12;6;6;3;0
10389;100;22;3;38;16;9;8;5
10390;104;21;8;32;20;13;7;2
10391;216;36;9;76;43;30;14;8
10392;287;71;8;91;46;43;14;13
10393;141;41;11;48;21;12;3;6
10394;110;28;6;36;14;8;15;2
10395;227;67;9;74;37;19;11;10
10396;379;64;19;141;65;37;34;19
10397;112;22;7;36;24;15;4;4
10398;52;12;5;13;10;6;4;2
10399;520;147;27;188;72;57;23;6
10400;106;42;4;32;8;3;7;10
10401;1761;731;80;496;214;118;72;50
10402;193;43;6;49;35;21;24;14
10403;54;21;4;17;6;3;2;1
10404;91;17;4;32;18;12;4;4
10405;42;20;2;6;8;3;2;1
10406;1404;269;60;449;252;187;118;67
10408;86;12;4;34;14;9;10;5
10409;437;94;22;129;68;68;28;28
10410;100;26;8;29;16;12;7;2
10411;21;6;1;7;5;1;0;1
10412;703;156;39;200;118;108;45;38
10414;95;23;4;29;12;11;8;7
10416;185;36;7;56;30;22;20;13
10417;156;36;9;48;24;20;11;8
10418;152;40;18;51;20;8;11;4
10419;547;128;39;187;89;60;23;22
10420;2137;766;166;673;301;120;66;46
10421;104;24;7;36;18;9;8;3
10422;139;32;3;45;29;14;12;3
10423;335;75;8;120;61;38;20;12
10424;51;20;1;16;8;2;2;2
10425;223;52;18;59;34;30;23;7
10426;838;371;56;239;104;37;22;10
10427;188;54;4;63;28;18;14;7
10428;88;33;6;28;10;7;1;3
10429;177;49;9;64;26;18;9;2
10430;64;17;8;20;6;6;3;4
10431;83;19;4;26;22;2;7;4
10432;53;17;2;19;7;1;4;3
10433;186;66;8;57;30;14;8;4
10434;41;9;1;18;5;1;5;2
10435;143;20;8;45;32;18;10;8
10436;133;40;8;53;13;10;9;1
10437;478;161;39;149;61;36;20;13
10438;207;65;10;81;27;9;6;9
10439;100;30;2;45;11;8;4;0
10440;133;41;10;42;22;10;5;3
10441;177;39;12;66;27;15;10;8
10442;465;94;14;155;83;78;29;12
10443;35;11;1;10;6;6;1;1
10444;175;52;15;57;30;14;2;6
10445;47;17;1;8;11;4;1;4
11001;430;155;23;109;69;39;23;12
11002;117;17;4;21;21;18;19;18
11003;151;27;28;42;21;18;8;7
11004;276;116;16;60;44;17;16;6
11005;944;138;61;249;223;127;93;53
11006;67;19;2;13;14;10;7;4
11007;98;9;10;22;22;11;15;9
11008;344;79;33;77;69;29;27;29
11009;1148;358;92;303;197;101;68;29
11010;213;47;10;62;44;22;14;14
11011;353;76;16;79;67;47;40;28
11012;1609;367;85;512;307;172;110;56
11013;299;66;24;93;66;21;23;7
11014;1177;189;74;305;232;157;122;97
11015;188;37;11;41;36;22;18;22
11016;75;13;9;27;13;5;5;4
11017;67;23;5;18;8;6;4;3
11018;943;223;69;269;153;110;66;53
11019;52;20;3;16;5;3;4;0
11020;33;4;3;9;6;0;5;5
11021;443;155;44;108;67;31;21;18
11022;924;239;69;268;159;84;59;46
11023;623;146;36;193;106;52;56;35
11024;620;122;26;143;144;67;73;46
11025;225;34;22;67;43;25;23;10
11026;125;22;5;31;33;11;9;13
11027;538;101;29;184;99;67;41;16
11028;327;114;12;97;51;13;22;18
11029;49;10;4;12;10;8;3;3
11030;82;12;6;14;9;15;8;17
11031;26;4;2;8;5;4;2;1
11032;185;40;11;41;38;17;23;15
11033;1017;309;74;279;155;91;61;48
11034;718;189;75;191;144;64;32;22
11035;221;67;27;70;35;13;7;2
11036;141;36;15;38;25;12;7;9
11037;731;320;34;158;110;61;31;18
11038;39;15;3;11;4;2;4;0
11039;37;5;3;9;8;6;3;3
11040;1242;258;71;331;251;156;111;64
11041;922;187;74;229;198;95;80;58
11042;172;52;8;46;33;16;10;7
11043;181;41;8;45;27;17;26;17
11044;86;27;1;20;15;10;6;7
11045;98;17;3;31;18;11;14;5
11046;40;9;2;8;5;6;4;6
11047;41;7;5;17;8;2;2;1
11048;554;168;42;129;99;41;47;28
11049;2424;703;206;659;398;203;142;112
11051;126;23;5;26;27;16;18;11
11052;271;56;27;67;49;30;18;24
11053;213;50;8;66;46;19;14;12
11054;224;36;12;60;46;26;27;16
11055;193;32;11;50;48;19;21;10
11056;136;25;6;35;27;11;13;19
11057;30;7;3;7;5;2;0;4
11058;218;49;15;40;53;17;28;18
11059;101;19;5;24;20;20;8;6
11060;41;8;3;11;5;6;4;5
11061;229;56;13;60;41;27;22;10
11062;18;3;1;6;3;3;1;1
11063;478;119;43;132;102;35;25;21
11064;283;89;24;79;51;18;13;8
11065;48;8;3;16;8;4;5;4
11066;92;32;1;26;15;8;10;1
11067;1293;272;59;407;272;128;109;47
11068;1187;412;87;311;190;92;57;38
11069;35177;8587;2436;8318;6669;3376;3106;2683
11070;253;53;14;70;54;28;23;11
11071;176;48;16;55;30;12;9;6
11072;131;26;9;31;27;16;11;11
11073;52;7;0;16;13;6;3;8
11074;199;31;8;48;47;31;19;14
11075;119;15;10;38;20;13;11;12
11076;8877;2220;622;1944;1934;746;851;560
11077;392;85;41;105;80;29;32;18
11078;167;34;9;37;30;19;19;19
11079;143;29;11;39;25;11;20;8
11080;152;36;18;45;23;10;13;7
11081;1309;352;87;333;266;96;106;70
11082;4;1;1;0;2;0;0;0
11083;39;7;3;10;8;3;6;2
11084;700;133;27;200;161;95;54;29
11085;700;85;48;184;176;97;65;45
11086;639;115;56;186;144;57;47;34
11087;66;15;5;10;18;9;9;0
11088;1293;192;104;328;265;172;124;109
11089;303;52;20;70;59;39;33;28
11090;498;101;36;128;124;61;28;19
11091;931;317;60;252;141;73;62;27
11092;78;22;4;23;14;7;7;2
11093;27;14;3;3;3;1;1;0
11094;22;2;1;7;8;1;2;1
11095;238;53;21;67;51;15;23;8
11096;40;14;2;10;4;1;4;5
11098;676;144;42;214;117;75;54;29
11099;1927;474;113;559;369;180;132;100
11100;19;8;0;8;2;1;1;0
11101;50;23;2;13;6;4;2;1
11102;457;84;35;131;77;59;38;33
11103;922;357;82;211;144;58;43;29
11104;46;16;7;11;3;5;2;1
11105;534;58;32;174;122;66;53;29
11106;4559;1188;294;1441;792;363;316;166
11107;54;6;4;14;15;7;2;6
11108;39;7;2;9;8;4;7;3
11109;42;16;1;6;8;6;4;2
11110;97;19;10;28;16;8;4;10
11111;624;137;42;188;108;75;47;27
11112;81;17;8;9;16;16;8;7
11113;102;26;5;30;20;12;6;3
11114;32;10;2;9;3;2;5;2
11115;705;203;59;179;126;58;49;30
11116;3158;904;213;996;507;244;173;121
11117;94;32;4;24;15;9;5;5
11118;37;6;2;16;6;2;5;1
11119;220;45;14;69;38;24;18;10
11120;427;91;41;114;73;63;36;9
11121;87;20;3;27;18;11;4;5
11122;545;111;35;161;128;47;37;26
11123;115;22;13;35;23;6;10;5
11124;536;150;27;135;102;44;53;26
11125;137;16;15;34;38;8;15;10
11126;374;88;33;102;73;29;28;21
11127;67;13;8;21;8;10;2;4
11128;139;25;19;26;29;15;20;6
11129;1594;520;124;435;259;109;97;50
11130;170;37;14;34;41;16;20;8
11131;452;104;32;104;85;33;63;30
11132;1027;183;64;308;243;99;74;57
11133;29;2;2;6;9;1;5;3
11134;34;8;2;7;6;4;3;4
11135;9;1;0;3;1;2;3;0
11136;650;165;23;156;117;63;72;53
11137;89;23;4;23;12;7;14;6
11138;398;64;20;111;79;61;34;29
11139;72;18;2;23;18;6;1;4
11140;944;298;78;243;158;74;50;43
11141;87;11;5;8;18;9;15;21
11142;163;34;8;41;43;12;20;7
11143;84;19;6;14;20;8;10;7
11144;856;179;56;233;150;74;85;78
11145;3123;756;223;916;579;280;183;186
11146;268;61;16;89;52;30;9;10
11147;5;2;0;1;1;1;0;0
11148;428;87;27;126;88;47;28;24
11149;65;17;4;19;9;8;2;6
11150;341;61;23;92;59;49;32;25
11151;372;68;22;120;80;39;29;15
11152;107;14;4;32;17;18;12;10
11153;166;31;17;46;26;20;17;8
11154;42;14;2;10;4;5;3;4
11155;57;11;1;6;16;3;12;7
11156;87;14;3;27;18;7;11;6
11157;181;39;7;49;40;12;19;14
11158;227;45;28;59;29;31;24;10
11159;114;27;7;27;29;10;9;5
11160;30;5;4;3;8;5;3;2
11161;97;23;8;22;12;10;10;12
11162;40;8;3;7;9;5;3;5
11163;43;12;4;15;7;2;1;2
11164;1103;203;76;314;225;128;96;61
11165;263;84;17;73;29;23;23;13
11166;61;9;5;17;14;8;1;7
11167;85;21;3;28;13;8;10;1
11168;87;25;6;21;17;10;4;5
11169;66;14;3;17;14;6;5;9
11170;4152;986;300;1219;788;368;332;158
11172;459;124;35;128;68;39;37;29
11173;112;20;5;26;26;15;9;11
11174;46;8;4;13;9;6;5;2
11175;383;52;45;104;64;50;36;33
11176;43;11;5;10;5;2;3;7
11177;30;6;1;9;9;2;1;2
11178;959;193;34;287;212;114;73;45
11179;69;19;7;21;11;7;6;0
11180;65;22;5;11;15;7;2;3
11181;318;53;25;94;69;36;24;18
11182;138;32;17;26;35;11;11;6
11183;200;32;16;46;41;24;22;19
11184;72;14;5;14;16;9;6;8
11185;431;75;23;70;93;43;75;51
11186;44;5;3;8;10;5;11;0
11187;47;8;4;10;9;4;8;3
11188;1322;231;89;416;286;125;98;77
11189;74;18;4;28;13;7;0;4
11190;935;225;81;244;197;82;63;43
11191;133;47;8;23;28;7;10;10
11192;539;130;33;162;103;56;32;23
11193;194;39;11;52;43;26;11;11
11194;126;20;2;54;22;10;13;4
11195;320;63;6;83;69;38;35;27
11196;139;20;7;35;31;13;18;16
11197;462;121;37;110;78;54;40;23
11198;866;205;77;244;162;75;55;48
11199;1093;181;74;288;255;138;83;73
11200;116;21;2;27;29;13;16;8
11201;618;88;45;179;116;95;59;38
11202;3850;840;306;1065;764;329;312;235
11203;8465;2789;649;2294;1280;597;476;379
11204;35;10;1;9;8;2;3;1
11205;104;18;7;37;20;10;9;2
11206;8129;2532;625;1894;1389;771;519;399
11207;186;35;13;61;37;17;13;10
11208;66;21;2;16;9;7;6;6
11209;189;23;17;41;51;25;21;11
11210;881;220;60;267;165;85;38;46
11211;437;116;35;116;76;49;30;14
11212;427;90;51;122;78;45;18;24
11213;43;9;10;14;2;1;6;2
11214;310;57;25;88;62;29;34;15
11215;655;107;62;136;143;82;78;47
11216;285;69;11;81;49;44;19;12
11217;1006;176;61;301;207;114;80;66
11218;62;9;4;16;11;5;8;10
11219;17;3;1;6;1;2;3;1
11220;568;149;23;184;107;49;26;29
11221;224;36;16;79;49;24;14;6
11222;151;29;14;52;29;10;10;6
11223;15;2;0;3;5;2;3;0
11224;29;13;1;6;3;1;3;1
11225;662;138;33;194;117;71;51;57
11226;60;15;3;17;9;6;5;5
11227;28;6;0;3;10;3;2;4
11228;126;38;9;27;30;7;4;11
11229;23;6;2;8;4;1;1;1
11230;23;8;2;4;4;4;1;1
11231;78;19;7;18;15;10;6;3
11232;39;8;1;9;9;2;6;4
11233;573;109;44;177;104;66;47;26
11234;132;20;6;35;22;25;10;15
11235;58;16;4;12;7;9;9;0
11236;192;52;18;47;38;16;9;12
11238;92;12;5;21;29;9;9;9
11239;71;21;4;16;17;6;2;5
11240;446;99;47;119;95;42;24;20
11241;247;39;17;89;45;25;18;14
11242;142;24;4;31;38;15;21;11
11243;410;60;19;111;84;55;38;43
11244;78;22;3;26;14;6;3;4
11245;40;9;4;9;11;2;1;4
11246;40;9;3;12;9;5;0;2
11247;33;6;4;5;7;5;4;2
11248;63;8;10;10;13;4;10;10
11249;70;15;8;24;8;4;7;2
11250;33;4;2;6;8;7;4;2
11251;619;174;33;145;101;56;47;65
11252;239;39;12;58;64;26;20;21
11253;696;133;44;142;153;91;82;50
11254;1438;435;72;327;260;145;123;76
11255;1120;266;59;330;238;112;71;44
11256;446;72;21;103;104;48;51;47
11257;171;35;13;46;37;20;10;11
11258;1420;231;74;386;306;180;156;86
11259;757;143;47;193;147;104;77;46
11260;86;19;11;20;23;8;3;3
11261;555;107;45;170;126;47;42;18
11262;41994;9876;2889;10235;7677;4275;3718;3325
11263;206;52;15;52;48;15;15;9
11264;984;177;54;288;192;114;82;77
11265;25;14;0;6;4;0;0;1
11266;4513;1517;400;1313;726;264;172;122
11267;921;219;75;231;177;89;86;44
11268;68;11;2;22;18;10;3;2
11269;1871;421;115;521;378;203;146;88
11270;110;24;11;16;21;20;7;10
11271;29;2;0;3;5;4;5;11
11272;1759;228;115;439;394;233;199;150
11273;488;127;27;126;92;43;46;26
11274;290;63;23;61;63;34;27;19
11275;160;38;8;39;31;18;12;14
11276;436;103;32;86;103;35;42;35
11277;22;3;0;2;6;1;2;7
11278;63;15;3;15;8;6;10;7
11279;1968;519;125;545;383;196;118;83
11280;831;212;72;237;145;73;48;45
11281;865;163;64;264;167;100;70;37
11282;34;6;3;10;11;1;3;0
11283;55;13;2;9;16;5;8;2
11284;350;68;23;120;77;26;19;17
11285;869;133;44;211;163;102;106;109
11286;871;275;69;208;156;82;45;36
11287;68;10;5;16;19;3;11;5
11288;1098;247;70;318;225;110;82;47
11289;783;170;47;235;169;90;42;29
11290;97;19;6;20;24;8;15;5
11291;96;30;3;20;18;7;14;5
11292;116;20;5;37;16;15;12;11
11293;668;144;44;168;134;93;54;31
11294;42;7;3;10;9;6;4;3
11295;1000;280;50;263;200;103;65;39
11296;427;104;27;102;103;36;30;26
11297;118;40;4;35;22;9;4;5
11299;471;111;30;140;82;60;25;23
11300;116;26;3;30;28;13;14;2
11301;911;267;49;237;170;69;46;73
11302;232;67;8;79;32;14;20;12
11303;407;114;30;79;85;39;40;20
11304;2745;899;235;737;464;176;150;84
11305;44;15;5;8;7;3;3;3
11306;36;2;4;4;4;12;6;5
11307;214;45;11;57;39;27;22;13
11308;327;48;25;79;65;53;34;23
11309;69;7;6;15;24;3;9;4
11310;184;44;9;47;38;18;13;15
11311;232;98;15;46;29;19;17;9
11312;82;26;3;18;17;8;3;7
11313;227;36;13;70;52;23;14;18
11314;75;18;4;16;14;10;6;6
11315;1624;561;118;417;245;114;103;66
11316;173;41;9;34;37;20;14;18
11317;98;28;6;25;14;14;5;8
11318;102;27;6;31;20;8;8;4
11319;68;7;9;21;9;6;8;8
11320;237;68;19;66;40;17;11;15
11321;79;11;11;22;22;7;4;1
11322;811;141;53;224;175;90;92;36
11323;228;37;17;59;53;21;17;24
11324;401;87;22;122;75;36;39;20
11325;331;59;9;80;75;39;46;23
11326;81;24;2;20;14;12;4;4
11327;364;59;19;102;58;56;48;21
11328;195;50;19;49;33;25;14;7
11330;369;48;28;110;73;51;34;25
11331;57;11;4;20;10;5;5;2
11332;1051;263;65;262;201;114;93;53
11333;83;9;5;18;21;10;16;5
11334;86;28;2;20;11;9;9;7
11335;41;9;6;10;11;4;0;1
11336;360;111;28;88;65;32;19;18
11337;333;74;20;97;69;28;25;20
11338;38;5;2;5;10;7;6;3
11339;406;71;36;125;80;43;34;16
11340;397;85;17;95;82;48;25;45
11341;105;23;9;32;23;7;7;4
11342;185;52;15;49;37;16;11;4
11343;87;20;3;25;12;10;13;4
11344;624;171;46;143;123;53;56;32
11345;224;60;13;56;38;28;14;16
11346;91;15;6;15;23;5;16;11
11347;89;23;9;17;17;10;8;7
11348;70;9;4;9;13;13;12;8
11350;40;4;2;5;12;7;4;5
11351;575;154;33;158;93;49;50;38
11352;49;7;1;17;11;4;4;4
11353;1441;325;88;487;243;149;91;59
11354;27;4;0;11;6;1;4;1
11355;277;46;19;84;54;32;24;18
11356;836;166;43;250;187;91;71;28
11357;185;46;6;24;38;30;24;19
11358;23;7;0;5;5;1;5;0
11359;350;64;14;63;64;43;45;57
11360;1482;270;78;454;304;155;129;92
11361;638;138;41;186;132;61;49;32
11362;150;22;7;37;29;23;19;15
11363;148;25;10;29;31;19;18;16
11364;126;36;13;19;26;11;11;10
11365;31;6;2;5;8;3;1;6
11366;435;83;25;121;108;47;30;21
11367;739;244;42;158;127;72;59;36
11368;95;18;4;35;12;12;12;3
11369;2179;424;145;624;449;233;191;113
11370;2522;359;172;795;523;296;231;146
11371;521;126;23;140;109;52;43;28
11372;304;90;25;90;54;24;13;6
11373;64;19;6;23;8;1;4;3
11374;16;0;2;2;5;1;1;6
11375;29;8;0;8;3;8;1;1
11376;75;12;2;14;16;13;11;8
11377;54;16;6;10;8;4;4;6
11378;187;46;15;52;39;18;9;8
11379;4255;1049;305;1298;734;401;290;178
11380;115;34;5;33;22;6;10;5
11381;80;11;5;13;19;9;15;8
11382;276;64;21;68;42;37;26;19
11383;237;33;17;80;54;21;18;15
11384;99;13;9;15;24;12;15;10
11385;193;52;7;52;28;20;23;11
11386;401;171;31;72;67;28;21;10
11387;82;12;7;14;15;10;10;14
11388;36;6;1;6;6;6;7;4
11389;16;8;0;2;0;2;1;3
11390;441;131;34;99;80;36;34;27
11391;21;3;1;6;4;0;2;6
11392;220;51;13;60;48;19;14;15
11393;389;82;31;110;89;39;26;13
11394;103;23;7;26;18;14;12;3
11395;24;1;3;6;10;4;0;0
11396;462;109;33;141;89;42;30;18
11397;4230;1461;296;1050;715;344;206;157
11398;190;27;15;45;51;16;22;14
11399;81;18;3;24;21;6;5;6
11400;72;16;4;18;16;6;9;4
11401;661;167;53;196;123;45;48;30
11402;16;6;1;3;2;1;2;0
11404;732;143;38;154;168;104;74;50
11405;443;76;24;115;103;50;50;25
11406;31;3;3;9;10;5;2;0
11407;211;39;13;38;44;37;21;19
11408;352;64;17;91;80;44;34;23
11409;86;12;8;26;19;9;10;2
11410;769;197;49;229;162;65;39;28
11411;110;25;9;39;18;9;4;6
11412;45;8;4;15;10;4;4;1
11413;391;54;33;82;95;48;52;27
11414;23;6;1;6;1;3;2;3
11415;91;26;2;24;20;8;4;7
11416;172;36;13;44;28;27;14;10
11417;87;16;3;12;19;16;14;7
11418;895;227;59;225;165;85;59;74
11419;43;3;2;11;16;5;3;3
11420;96;20;9;20;27;9;7;5
11421;390;110;22;127;63;39;20;11
11422;287;59;10;74;59;34;29;21
11423;121;22;6;27;22;19;15;10
11424;69;8;1;29;17;8;3;2
11425;1263;293;89;340;272;165;59;44
11426;854;141;49;298;187;85;59;34
11427;246;47;16;59;51;25;28;20
11428;204;43;11;53;44;24;17;12
11429;3260;492;224;810;697;419;368;250
11430;957;162;64;259;200;117;91;66
11431;189;62;18;50;35;17;5;3
11432;206;30;12;50;56;24;20;14
11433;787;184;61;212;138;80;73;38
11434;958;166;83;298;208;106;59;38
11435;126;21;11;29;28;10;17;10
11436;294;78;12;103;52;28;10;11
11437;628;91;32;207;121;99;57;20
11438;285;64;14;92;43;37;19;16
11439;283;37;21;79;67;32;27;20
11440;36;7;2;7;13;1;4;3
11441;2011;362;152;559;406;240;183;110
12001;795;119;32;270;138;145;59;33
12002;637;106;41;210;125;74;64;17
12003;278;77;16;86;42;29;16;11
12004;367;102;16;109;71;39;23;7
12006;288;89;13;79;56;24;18;8
12007;149;43;8;41;25;10;10;12
12008;580;96;34;168;117;94;43;29
12009;29;4;7;6;7;2;2;1
12010;102;19;4;32;20;11;11;4
12011;639;163;37;145;129;73;54;37
12012;577;98;39;180;142;50;46;22
12013;3000;871;210;1021;500;187;144;67
12015;183;55;19;42;40;17;6;4
12016;699;188;42;202;104;82;54;26
12017;185;46;14;41;39;17;18;11
12018;138;17;6;31;34;22;15;12
12019;70;23;3;10;14;10;9;1
12021;1301;365;82;345;242;141;65;61
12022;93;19;8;22;22;9;3;11
12023;96;25;9;33;14;7;8;0
12024;152;34;9;56;25;15;5;8
12025;814;246;44;230;153;73;39;29
12026;775;138;52;233;162;107;47;36
12027;177;45;4;57;36;15;12;8
12028;412;126;25;156;59;32;7;8
12029;162;35;14;40;31;19;16;8
12030;342;59;22;122;61;40;29;8
12031;246;45;14;55;53;40;26;13
12032;421;107;26;98;88;47;37;16
12033;2208;473;118;627;392;305;194;99
12034;250;66;9;88;42;19;20;7
12035;133;45;6;30;19;15;5;13
12036;531;147;47;143;107;49;22;16
12037;518;163;27;143;98;43;33;11
12038;140;29;4;35;31;18;8;15
12039;251;74;19;78;48;19;9;5
12041;198;63;8;57;39;14;11;8
12042;162;37;4;36;37;21;12;17
12043;1550;223;71;408;330;237;183;97
12044;838;222;64;219;149;89;58;37
12045;280;77;17;64;42;33;36;11
12046;460;102;39;127;91;46;28;27
12047;358;95;24;105;62;23;23;26
12048;298;97;17;78;50;27;15;14
12049;362;84;29;117;66;32;26;8
12050;338;93;22;89;79;32;16;7
12051;255;107;17;56;30;27;12;5
12052;3651;915;283;1139;665;318;191;141
12053;235;45;16;57;62;31;17;7
12054;283;65;25;85;59;23;16;10
12055;68;33;2;15;12;2;4;0
12056;2317;502;128;660;431;308;187;101
12057;721;195;54;200;128;78;33;33
12058;93;28;4;33;22;2;3;1
12059;395;72;22;139;71;51;28;12
12060;102;31;7;22;23;10;4;5
12061;453;137;24;156;69;46;15;7
12062;250;51;17;73;49;33;21;6
12063;1141;199;103;307;270;163;60;40
12064;218;68;13;60;50;12;8;7
12065;390;149;15;106;55;38;15;11
12066;881;192;64;207;138;131;98;51
12067;68;14;5;12;17;5;7;8
12068;729;214;38;213;121;73;40;30
12069;203;57;11;38;31;33;20;13
12070;409;60;25;137;68;58;35;25
12071;275;59;14;73;55;29;36;9
12072;192;20;12;54;43;25;15;24
12073;443;82;23;121;89;74;33;21
12074;248;89;13;67;47;14;9;10
12075;91;32;2;20;18;7;6;5
12076;1368;396;91;351;212;161;86;71
12077;438;70;27;102;106;57;32;44
12078;158;40;2;42;40;21;5;8
12079;401;95;19;137;53;50;30;18
12080;349;135;25;84;52;26;21;6
12082;149;20;7;25;33;29;22;14
12083;1252;331;109;447;192;100;46;27
12084;1209;300;74;342;211;132;98;52
12085;246;60;23;70;44;18;15;16
12086;255;51;18;71;52;26;22;16
12088;181;49;18;42;39;16;10;6
12089;4286;1344;323;1424;610;276;189;120
12090;2302;308;149;607;428;414;223;175
12091;359;93;18;92;91;30;22;13
12092;412;110;32;128;63;49;22;7
12093;148;37;9;46;32;15;4;5
12094;882;308;107;192;130;62;46;37
12095;180;32;8;64;35;19;11;11
12096;3655;1078;288;957;578;351;217;186
12097;204;64;19;51;34;14;14;8
12098;403;110;38;120;61;30;27;17
12099;219;74;11;66;32;17;11;9
12100;1945;448;130;665;323;195;124;60
12101;844;209;48;263;158;97;47;23
12102;1716;286;104;481;332;285;129;99
12103;241;81;18;62;43;21;8;9
12104;346;52;24;97;74;50;31;18
12105;865;209;58;236;173;85;56;46
12106;382;103;22;110;52;42;32;20
12107;240;35;16;69;65;31;21;4
12108;299;59;19;91;58;35;23;14
12109;86;22;8;31;14;5;4;1
12110;289;102;20;65;50;25;19;8
12111;385;56;9;110;82;60;42;26
12113;386;116;11;105;70;49;22;11
12115;204;42;16;56;45;20;15;10
12116;206;68;14;54;36;15;4;14
12118;430;129;44;130;75;18;23;10
12119;1026;281;76;275;178;95;67;54
12120;1642;441;110;454;279;174;125;59
12121;590;127;52;155;109;80;39;28
12122;99;9;8;23;22;21;6;11
12124;234;93;18;42;38;20;13;9
12125;241;78;13;60;31;21;28;10
12127;537;162;36;141;111;41;22;24
12128;203;48;18;59;34;6;24;14
12129;366;118;19;94;78;33;20;5
12130;897;219;48;271;165;94;70;30
12131;1101;132;58;329;223;173;119;66
12133;4659;750;313;1215;958;722;457;244
12134;282;85;12;81;49;29;17;9
12135;364;132;21;79;59;40;15;17
12136;737;134;33;255;160;87;48;19
12137;582;65;26;169;128;106;58;29
12138;1320;315;104;325;228;171;102;75
12139;120;29;4;29;28;15;10;5
12140;799;200;67;196;139;99;57;41
12141;192;50;5;42;39;26;18;12
12142;441;99;15;120;73;69;43;22
12143;54;17;3;6;16;7;3;2
12144;112;41;9;31;17;6;3;5
12145;17154;4109;1139;4512;3059;1676;1594;1063
12146;1696;225;84;426;384;260;192;125
12147;104;32;7;32;22;6;4;1
12148;1116;319;77;289;204;118;70;38
12149;138;40;6;42;24;6;11;9
12150;428;117;20;109;76;46;40;19
12151;187;54;16;48;35;17;14;5
12152;107;23;14;31;26;9;4;2
12153;323;49;19;108;58;39;32;17
12154;500;83;29;149;109;61;41;27
12155;279;46;10;80;60;30;29;23
12156;430;137;22;117;87;38;19;9
12157;1173;174;68;287;220;202;124;97
12158;257;50;10;69;53;29;30;18
12159;448;86;18;149;97;46;34;18
12160;265;46;19;82;57;18;34;10
12161;412;103;20;117;69;53;27;22
12162;807;128;44;230;157;130;74;45
12163;154;38;5;50;44;9;7;1
12164;657;147;51;198;137;53;38;35
12165;247;45;14;59;64;31;27;8
12166;97;41;7;23;13;4;5;4
12167;590;101;22;174;121;68;59;44
12168;840;192;56;213;210;70;60;39
12169;1594;396;129;450;288;154;117;60
12170;316;40;23;99;56;40;30;28
12171;407;66;20;122;79;63;39;18
12172;424;164;32;110;54;35;16;13
12174;2691;500;148;698;529;400;260;156
