CodeCommune;NomCommune;Pop2017;Pop2022
65306;Mauvezin;234;240
65307;Mazères-de-Neste;330;346
65308;Mazerolles;106;110
65309;Mazouau;16;14
65310;Mérilheu;253;232
65311;Mingot;99;98
65313;Momères;759;731
65314;Monfaucon;210;203
65315;Monléon-Magnoac;439;408
65316;Monlong;102;109
65317;Mont;42;35
65318;Montastruc;233;238
65319;Montégut;135;128
65320;Montgaillard;850;813
65321;Montignac;138;136
65322;Montoussé;250;248
65323;Montsérié;80;73
65324;Moulédous;211;212
65325;Moumoulous;42;44
65326;Mun;101;77
65327;Nestier;156;203
65328;Neuilh;98;94
65329;Nistos;215;210
65330;Nouilhan;200;230
65331;Odos;3242;3291
65332;Oléac-Debat;170;183
65333;Oléac-Dessus;120;112
65334;Omex;227;222
65335;Ordizan;544;515
65336;Organ;44;29
65337;Orieux;115;110
65338;Orignac;255;251
65339;Orincles;330;361
65340;Orleix;2127;1929
65341;Oroix;120;101
65342;Osmets;90;91
65343;Ossen;233;233
65344;Ossun;2368;2352
65345;Ossun-ez-Angles;50;57
65346;Oueilloux;179;151
65347;Ourde;40;48
65348;Ourdis-Cotdoussan;48;43
65349;Ourdon;7;14
65350;Oursbelille;1179;1215
65351;Ousté;26;35
65352;Ouzous;212;206
65353;Ozon;279;243
65354;Pailhac;69;83
65355;Paréac;63;76
65356;Péré;55;62
65357;Peyraube;161;170
65358;Peyret-Saint-André;54;63
65359;Peyriguère;27;21
65360;Peyrouse;276;274
65361;Peyrun;84;104
65362;Pierrefitte-Nestalas;1139;1101
65363;Pinas;446;445
65364;Pintac;22;22
65366;Poueyferré;849;830
65367;Poumarous;156;154
65368;Pouy;46;40
65369;Pouyastruc;675;650
65370;Pouzac;1112;1108
65371;Préchac;230;240
65372;Pujo;636;670
65373;Puntous;181;158
65374;Puydarrieux;223;231
65375;Rabastens-de-Bigorre;1453;1464
65376;Recurt;204;203
65377;Réjaumont;164;150
65378;Ricaud;66;65
65379;Ris;16;13
65380;Sabalos;147;148
65381;Sabarros;34;33
65382;Sacoué;62;84
65383;Sadournin;183;196
65384;Sailhan;161;171
65385;Saint-Arroman;87;98
65386;Saint-Créac;97;102
65387;Saint-Lanne;141;121
65388;Saint-Lary-Soulan;835;837
65389;Saint-Laurent-de-Neste;927;960
65390;Saint-Lézer;426;434
65392;Saint-Martin;452;437
65393;Saint-Pastous;135;149
65394;Saint-Paul;315;322
65395;Saint-Pé-de-Bigorre;1162;1150
65396;Saint-Savin;373;366
65397;Saint-Sever-de-Rustan;173;158
65391;Sainte-Marie;65;59
65398;Saléchan;272;243
65399;Saligos;107;89
65400;Salles;233;248
65401;Salles-Adour;594;568
65402;Samuran;26;26
65403;Sanous;98;100
65404;Sariac-Magnoac;153;159
65405;Sarlabous;68;78
65406;Sarniguet;255;259
65407;Sarp;108;106
65408;Sarrancolin;563;550
65409;Sarriac-Bigorre;303;273
65410;Sarrouilles;529;541
65411;Sassis;80;72
65412;Sauveterre;169;159
65413;Sazos;129;152
65414;Ségalas;81;81
65415;Ségus;235;259
65416;Seich;89;88
65417;Séméac;4926;5202
65418;Sénac;296;291
65419;Sentous;69;77
65420;Sère-en-Lavedan;74;83
65421;Sère-Lanso;52;41
65423;Sère-Rustaing;127;128
65422;Séron;327;331
65424;Sers;114;109
65425;Siarrouy;436;462
65426;Sinzos;140;136
65427;Siradan;284;287
65428;Sireix;64;61
65429;Sombrun;207;198
65430;Soréac;47;46
65431;Sost;92;99
65432;Soublecause;187;174
65433;Soues;3061;3000
65435;Soulom;256;289
65436;Souyeaux;306;300
65437;Tajan;134;136
65438;Talazac;76;76
65439;Tarasteix;266;270
65440;Tarbes;41518;44529
65441;Thèbe;76;91
65442;Thermes-Magnoac;212;230
65443;Thuy;19;18
65444;Tibiran-Jaunac;312;330
65445;Tilhouse;221;225
65446;Tostat;535;547
65447;Tournay;1209;1296
65448;Tournous-Darré;87;78
65449;Tournous-Devant;105;83
65450;Tramezaïgues;34;35
65451;Trébons;760;757
65452;Trie-sur-Baïse;1043;993
65453;Troubat;74;75
65454;Trouley-Labarthe;99;107
65455;Tuzaguet;453;425
65456;Uglas;287;274
65457;Ugnouas;79;86
65458;Uz;33;38
65459;Uzer;105;104
65460;Vic-en-Bigorre;4897;4830
65461;Vidou;106;81
65462;Vidouze;241;230
65463;Viella;88;83
65464;Vielle-Adour;509;488
65465;Vielle-Aure;330;304
65466;Vielle-Louron;94;81
65467;Vier-Bordes;102;94
65468;Vieuzos;44;49
65469;Viey;32;19
65470;Viger;140;143
65471;Vignec;222;201
65472;Villefranque;79;74
65473;Villelongue;399;353
65474;Villembits;115;110
65475;Villemur;59;65
65476;Villenave-près-Béarn;59;69
65477;Villenave-près-Marsac;90;110
65478;Viscos;35;34
65479;Visker;340;368
66001;L'Albère;80;63
66002;Alénya;3601;3712
66003;Amélie-les-Bains-Palalda;3460;3553
66004;Les Angles;547;584
66005;Angoustrine-Villeneuve-des-Escaldes;608;548
66006;Ansignan;166;168
66007;Arboussols;118;130
66008;Argelès-sur-Mer;10383;10779
66009;Arles-sur-Tech;2705;2805
66010;Ayguatébia-Talau;38;44
66011;Bages;4174;4519
66012;Baho;3217;3266
66013;Baillestavy;115;117
66014;Baixas;2573;2784
66015;Banyuls-dels-Aspres;1259;1397
66016;Banyuls-sur-Mer;4761;4583
66017;Le Barcarès;5915;6203
66018;La Bastide;72;62
66019;Bélesta;221;241
66020;Bolquère;808;805
66021;Bompas;7254;7712
66022;Boule-d'Amont;55;64
66023;Bouleternère;935;953
66024;Le Boulou;5514;5396
66025;Bourg-Madame;1224;1194
66026;Brouilla;1437;1586
66027;La Cabanasse;669;700
66028;Cabestany;10106;10414
66029;Caixas;142;131
66030;Calce;210;224
66032;Calmeilles;59;60
66033;Camélas;464;463
66034;Campôme;111;120
66035;Campoussy;37;42
66036;Canaveilles;26;43
66037;Canet-en-Roussillon;12130;13005
66038;Canohès;6097;6575
66039;Caramany;150;130
66040;Casefabre;40;43
66041;Cases-de-Pène;926;978
66042;Cassagnes;267;290
66043;Casteil;136;140
66044;Castelnou;315;286
66045;Catllar;771;724
66047;Caudiès-de-Conflent;17;21
66046;Caudiès-de-Fenouillèdes;618;585
66048;Cerbère;1355;1213
66049;Céret;7798;7544
66050;Claira;4181;4801
66051;Clara-Villerach;256;267
66063;Les Cluses;242;258
66052;Codalet;386;353
66053;Collioure;2427;2637
66054;Conat;61;63
66055;Corbère;733;780
66056;Corbère-les-Cabanes;1070;1155
66057;Corneilla-de-Conflent;490;532
66059;Corneilla-del-Vercol;2293;2679
66058;Corneilla-la-Rivière;1991;2013
66060;Corsavy;218;247
66061;Coustouges;98;93
66062;Dorres;169;178
66064;Égat;438;418
66065;Elne;8941;9479
66066;Enveitg;641;614
66067;Err;673;714
66068;Escaro;106;127
66070;Espira-de-Conflent;168;220
66069;Espira-de-l'Agly;3455;3525
66071;Estagel;2016;2124
66072;Estavar;472;455
66073;Estoher;145;154
66074;Eus;388;381
66075;Eyne;130;149
66076;Feilluns;70;60
66077;Fenouillet;89;96
66078;Fillols;185;208
66079;Finestret;176;201
66124;Font-Romeu-Odeillo-Via;1928;1770
66080;Fontpédrouse;123;122
66081;Fontrabiouse;127;137
66082;Formiguères;479;491
66083;Fosse;40;46
66084;Fourques;1280;1333
66085;Fuilla;448;435
66086;Glorianes;25;16
66088;Ille-sur-Têt;5446;5546
66089;Joch;265;396
66090;Jujols;44;42
66091;Lamanère;46;54
66092;Lansac;89;91
66093;Laroque-des-Albères;2112;2245
66094;Latour-Bas-Elne;2797;3224
66095;Latour-de-Carol;424;472
66096;Latour-de-France;1026;1044
66097;Lesquerde;133;142
66098;La Llagonne;219;216
66099;Llauro;317;314
66100;Llo;172;156
66101;Llupia;1943;2169
66102;Mantet;30;35
66103;Marquixanes;555;585
66104;Los Masos;966;972
66105;Matemale;267;279
66106;Maureillas-las-Illas;2544;2859
66107;Maury;785;780
66108;Millas;4279;4325
66109;Molitg-les-Bains;233;248
66117;Mont-Louis;152;150
66111;Montalba-le-Château;149;158
66112;Montauriol;247;251
66113;Montbolo;180;179
66114;Montescot;1712;1595
66115;Montesquieu-des-Albères;1224;1283
66116;Montferrer;188;216
66118;Montner;348;328
66119;Mosset;308;313
66120;Nahuja;76;75
66121;Néfiach;1280;1371
66122;Nohèdes;63;60
66123;Nyer;148;150
66125;Olette;364;337
66126;Oms;333;354
66127;Opoul-Périllos;1199;1218
66128;Oreilla;23;27
66129;Ortaffa;1481;1889
66130;Osséja;1330;1376
66132;Palau-de-Cerdagne;408;408
66133;Palau-del-Vidre;3142;3232
66134;Passa;820;1079
66136;Perpignan;120158;120996
66137;Le Perthus;574;565
66138;Peyrestortes;1427;1808
66139;Pézilla-de-Conflent;46;37
66140;Pézilla-la-Rivière;3662;4048
66141;Pia;9035;11174
66142;Planès;53;56
66143;Planèzes;99;96
66144;Pollestres;4887;5489
66145;Ponteilla;2738;3012
66148;Port-Vendres;4129;3976
66146;Porta;116;103
66147;Porté-Puymorens;101;102
66149;Prades;6124;6166
66150;Prats-de-Mollo-la-Preste;1163;1114
66151;Prats-de-Sournia;78;77
66152;Prugnanes;104;97
66153;Prunet-et-Belpuig;49;45
66154;Puyvalador;72;57
66155;Py;88;79
66156;Rabouillet;103;87
66157;Railleu;32;23
66158;Rasiguères;152;166
66159;Réal;66;75
66160;Reynès;1328;1234
66161;Ria-Sirach;1325;1294
66162;Rigarda;641;700
66164;Rivesaltes;8610;9151
66165;Rodès;619;717
66166;Sahorre;382;399
66167;Saillagouse;1089;1161
66168;Saint-André;3443;3395
66169;Saint-Arnac;115;101
66171;Saint-Cyprien;10511;11995
66172;Saint-Estève;11658;11673
66173;Saint-Féliu-d'Amont;1133;1262
66174;Saint-Féliu-d'Avall;2797;2934
66175;Saint-Génis-des-Fontaines;2826;2985
66176;Saint-Hippolyte;3052;3177
66177;Saint-Jean-Lasseille;1540;1578
66178;Saint-Jean-Pla-de-Corts;2218;2283
66179;Saint-Laurent-de-Cerdans;1098;1020
66180;Saint-Laurent-de-la-Salanque;10246;9941
66183;Saint-Marsal;71;73
66184;Saint-Martin-de-Fenouillet;55;48
66185;Saint-Michel-de-Llotes;348;360
66186;Saint-Nazaire;2688;2786
66187;Saint-Paul-de-Fenouillet;1812;1740
66188;Saint-Pierre-dels-Forcats;267;261
66170;Sainte-Colombe-de-la-Commanderie;153;172
66181;Sainte-Léocadie;127;140
66182;Sainte-Marie-la-Mer;4773;4749
66189;Saleilles;5282;5724
66190;Salses-le-Château;3501;3888
66191;Sansa;22;31
66192;Sauto;91;102
66193;Serdinya;246;233
66194;Serralongue;226;243
66195;Le Soler;7710;7896
66196;Sorède;3267;3500
66197;Souanyas;37;31
66198;Sournia;498;480
66199;Taillet;105;106
66201;Tarerach;46;43
66202;Targasonne;184;194
66203;Taulis;52;58
66204;Taurinya;336;327
66205;Tautavel;866;911
66206;Le Tech;95;97
66207;Terrats;640;799
66208;Théza;2040;2181
66209;Thuès-Entre-Valls;37;26
66210;Thuir;7635;8215
66211;Tordères;165;186
66212;Torreilles;3812;3793
66213;Toulouges;6881;7375
66214;Tresserre;1066;1171
66215;Trévillach;157;188
66216;Trilla;74;77
66217;Trouillas;2067;2291
66218;Ur;363;366
66219;Urbanya;55;45
66220;Valcebollère;42;35
66221;Valmanya;34;34
66222;Vernet-les-Bains;1387;1441
66223;Villefranche-de-Conflent;213;205
66224;Villelongue-de-la-Salanque;3254;3318
66225;Villelongue-dels-Monts;1706;1917
66226;Villemolaque;1370;1289
66227;Villeneuve-de-la-Raho;3926;4416
66228;Villeneuve-la-Rivière;1316;1360
66231;Vingrau;606;541
66230;Vinça;2075;2205
66232;Vira;26;28
66233;Vivès;176;182
66234;Le Vivier;75;66
67001;Achenheim;2123;2570
67002;Adamswiller;377;406
67003;Albé;446;471
67005;Alteckendorf;868;858
67006;Altenheim;212;228
67008;Altorf;1293;1445
67009;Altwiller;395;374
67010;Andlau;1739;1759
67011;Artolsheim;996;1008
67012;Aschbach;682;633
67013;Asswiller;276;269
67016;Avolsheim;713;766
67017;Baerendorf;302;301
67018;Balbronn;656;677
67019;Baldenheim;1169;1229
67020;Barembach;874;829
67021;Barr;7238;7086
67022;Bassemberg;249;223
67023;Batzendorf;988;968
67025;Beinheim;1875;1904
67026;Bellefosse;150;170
67027;Belmont;167;174
67028;Benfeld;5753;5922
67029;Berg;365;343
67030;Bergbieten;704;725
67031;Bernardswiller;1455;1466
67032;Bernardvillé;231;199
67033;Bernolsheim;602;610
67034;Berstett;2437;2474
67035;Berstheim;437;513
67339;Betschdorf;4161;4212
67036;Bettwiller;308;302
67037;Biblisheim;358;353
67038;Bietlenheim;277;317
67039;Bilwisheim;467;537
67040;Bindernheim;1032;1051
67043;Bischheim;17093;18289
67044;Bischholtz;273;251
67045;Bischoffsheim;3330;3360
67046;Bischwiller;12538;12211
67047;Bissert;155;154
67048;Bitschhoffen;459;461
67049;Blaesheim;1316;1408
67050;Blancherupt;38;30
67051;Blienschwiller;321;305
67054;Bolsenheim;531;572
67055;Boofzheim;1381;1383
67056;Bootzheim;728;795
67057;Bosselshausen;166;176
67058;Bossendorf;399;383
67059;Bourg-Bruche;468;380
67060;Bourgheim;640;643
67061;Bouxwiller;3963;3706
67062;Breitenau;313;337
67063;Breitenbach;665;675
67065;Breuschwickersheim;1253;1345
67066;La Broque;2663;2577
67067;Brumath;9986;10369
67069;Buhl;524;508
67070;Burbach;274;279
67071;Bust;463;462
67068;Buswiller;274;288
67072;Butten;669;651
67052;Bœrsch;2437;2435
67053;Bœsenbiesen;321;317
67073;Châtenois;4188;4265
67074;Cleebourg;720;634
67075;Climbach;440;474
67076;Colroy-la-Roche;488;472
67077;Cosswiller;574;593
67078;Crastatt;270;291
67079;Crœttwiller;176;181
67080;Dachstein;1802;1755
67081;Dahlenheim;765;787
67082;Dalhunden;1171;1218
67083;Dambach;736;755
67084;Dambach-la-Ville;2201;2186
67085;Dangolsheim;723;689
67086;Daubensand;401;408
67087;Dauendorf;1440;1433
67088;Dehlingen;360;344
67089;Dettwiller;2612;2569
67090;Diebolsheim;694;673
67091;Diedendorf;330;329
67092;Dieffenbach-au-Val;627;642
67093;Dieffenbach-lès-Wœrth;350;335
67094;Dieffenthal;256;267
67095;Diemeringen;1600;1585
67096;Dimbsthal;311;325
67097;Dingsheim;1275;1229
67098;Dinsheim-sur-Bruche;1476;1486
67099;Domfessel;286;276
67100;Donnenheim;349;363
67101;Dorlisheim;2647;2626
67102;Dossenheim-Kochersberg;294;324
67103;Dossenheim-sur-Zinsel;1058;1047
67104;Drachenbronn-Birlenbach;762;586
67105;Drulingen;1460;1406
67106;Drusenheim;5154;5357
67107;Duntzenheim;643;656
67108;Duppigheim;1597;1873
67109;Durningen;651;686
67110;Durrenbach;1079;1103
67111;Durstel;412;419
67112;Duttlenheim;2890;2957
67113;Eberbach-Seltz;422;433
67115;Ebersheim;2239;2295
67116;Ebersmunster;521;571
67117;Eckartswiller;431;421
67118;Eckbolsheim;6857;7237
67119;Eckwersheim;1328;1428
67120;Eichhoffen;527;501
67121;Elsenheim;813;803
67123;Engwiller;501;470
67124;Entzheim;2390;2545
67125;Epfig;2267;2239
67126;Erckartswiller;299;289
67127;Ergersheim;1358;1467
67128;Ernolsheim-Bruche;1875;1920
67129;Ernolsheim-lès-Saverne;594;601
67130;Erstein;10630;11076
67131;Eschau;5303;5847
67132;Eschbach;931;958
67133;Eschbourg;484;456
67134;Eschwiller;183;174
67135;Ettendorf;771;742
67136;Eywiller;280;272
67137;Fegersheim;5737;5769
67138;Fessenheim-le-Bas;561;577
67139;Flexbourg;457;481
67140;Forstfeld;737;810
67141;Forstheim;584;597
67142;Fort-Louis;296;282
67143;Fouchy;656;641
67144;Fouday;341;345
67145;Friedolsheim;235;266
67146;Friesenheim;627;617
67148;Frohmuhl;181;157
67147;Frœschwiller;503;492
67149;Furchhausen;415;391
67150;Furdenheim;1315;1563
67151;Gambsheim;4883;5263
67152;Geispolsheim;7540;7759
67153;Geiswiller-Zœbersdorf;408;388
67154;Gerstheim;3448;3457
67155;Gertwiller;1250;1281
67156;Geudertheim;2530;2719
67161;Gottenhouse;384;369
67162;Gottesheim;346;355
67163;Gougenheim;548;540
67164;Goxwiller;845;835
67165;Grandfontaine;396;391
67166;Grassendorf;250;258
67167;Grendelbruch;1201;1224
67168;Gresswiller;1696;1677
67169;Gries;2864;2886
67172;Griesheim-près-Molsheim;2188;2341
67173;Griesheim-sur-Souffel;1125;1223
67174;Gumbrechtshoffen;1175;1109
67176;Gundershoffen;3679;3808
67178;Gungwiller;279;286
67177;Gunstett;655;621
67159;Gœrlingen;227;204
67160;Gœrsdorf;1072;1054
67179;Haegen;677;657
67180;Haguenau;34504;36070
67181;Handschuheim;268;278
67182;Hangenbieten;1554;1788
67183;Harskirchen;860;894
67184;Hatten;1928;1923
67185;Hattmatt;691;627
67186;Hegeney;424;435
67187;Heidolsheim;523;572
67188;Heiligenberg;676;695
67189;Heiligenstein;965;927
67190;Hengwiller;190;196
67191;Herbitzheim;1839;1835
67192;Herbsheim;925;963
67194;Herrlisheim;4861;4701
67195;Hessenheim;620;614
67196;Hilsenheim;2633;2615
67197;Hindisheim;1502;1552
67198;Hinsbourg;112;117
67199;Hinsingen;87;79
67200;Hipsheim;1010;1014
67201;Hirschland;324;294
67202;Hochfelden;3987;4039
67203;Hochstett;373;421
67206;Hoffen;1125;1141
67208;Hohengœft;536;538
67209;Hohfrankenheim;265;275
67210;Le Hohwald;505;512
67212;Holtzheim;3656;3890
67213;Hunspach;637;625
67214;Hurtigheim;834;1002
67215;Huttendorf;505;491
67216;Huttenheim;2701;2694
67204;Hœnheim;11215;11413
67205;Hœrdt;4370;4557
67217;Ichtratzheim;327;389
67218;Illkirch-Graffenstaden;26780;27339
67220;Ingenheim;333;375
67221;Ingolsheim;319;361
67222;Ingwiller;4064;3993
67223;Innenheim;1188;1240
67225;Issenhausen;111;108
67226;Ittenheim;2111;2081
67227;Itterswiller;242;218
67229;Jetterswiller;193;187
67230;Kaltenhouse;2333;2443
67231;Kauffenheim;215;219
67232;Keffenach;193;204
67233;Kertzfeld;1221;1222
67234;Keskastel;1520;1486
67235;Kesseldorf;404;450
67236;Kienheim;553;540
67237;Kilstett;2510;2548
67238;Kindwiller;637;648
67239;Kintzheim;1639;1691
67240;Kirchheim;706;697
67241;Kirrberg;157;156
67242;Kirrwiller;540;535
67244;Kleingœft;156;159
67245;Knœrsheim;222;187
67246;Kogenheim;1265;1206
67247;Kolbsheim;948;997
67248;Krautergersheim;1680;1767
67249;Krautwiller;255;225
67250;Kriegsheim;781;776
67252;Kurtzenhouse;1053;1087
67253;Kuttolsheim;622;651
67254;Kutzenhausen;915;924
67255;Lalaye;471;491
67256;Lampertheim;3272;3475
67257;Lampertsloch;722;695
67258;Landersheim;199;191
67259;Langensoultzbach;936;910
67260;Laubach;320;313
67261;Lauterbourg;2304;2336
67263;Lembach;1540;1510
67264;Leutenheim;837;832
67265;Lichtenberg;557;531
67266;Limersheim;654;683
67267;Lingolsheim;18324;20683
67268;Lipsheim;2600;2692
67269;Littenheim;286;298
67270;Lixhausen;380;363
67271;Lobsann;640;660
67272;Lochwiller;417;388
67273;Lohr;498;468
67274;Lorentzen;241;230
67275;Lupstein;794;826
67276;Lutzelhouse;1899;1921
67277;Mackenheim;765;771
67278;Mackwiller;575;525
67279;Maennolsheim;231;239
67280;Maisonsgoutte;804;792
67281;Marckolsheim;4151;4384
67282;Marlenheim;4250;4200
67283;Marmoutier;2726;2703
67285;Matzenheim;1429;1504
67286;Meistratzheim;1485;1537
67287;Melsheim;591;559
67288;Memmelshoffen;332;319
67289;Menchhoffen;613;610
67290;Merkwiller-Pechelbronn;915;923
67291;Mertzwiller;3355;3367
67292;Mietesheim;670;669
67293;Minversheim;661;703
67295;Mittelbergheim;650;599
67296;Mittelhausbergen;1984;2075
67298;Mittelschaeffolsheim;576;565
67299;Mollkirch;923;881
67300;Molsheim;9312;9328
67301;Mommenheim;1897;2251
67302;Monswiller;2077;1994
67303;Morsbronn-les-Bains;695;680
67304;Morschwiller;587;614
67305;Mothern;2006;1927
67306;Muhlbach-sur-Bruche;641;663
67307;Mulhausen;488;440
67308;Munchhausen;763;799
67309;Mundolsheim;4731;5236
67310;Mussig;1138;1124
67311;Muttersholtz;2013;2288
67312;Mutzenhouse;456;450
67313;Mutzig;6011;6101
67314;Natzwiller;542;526
67315;Neewiller-près-Lauterbourg;656;653
67317;Neubois;698;654
67228;Neugartheim-Ittlenheim;799;785
67319;Neuhaeusel;351;396
67320;Neuve-Église;629;617
67321;Neuviller-la-Roche;341;331
67322;Neuwiller-lès-Saverne;1113;1099
67324;Niederbronn-les-Bains;4404;4372
67325;Niederhaslach;1405;1382
67326;Niederhausbergen;1590;1697
67327;Niederlauterbach;965;941
67328;Niedermodern;913;900
67329;Niedernai;1270;1239
67330;Niederrœdern;931;894
67331;Niederschaeffolsheim;1374;1331
67333;Niedersoultzbach;276;298
67334;Niedersteinbach;122;115
67335;Nordheim;887;947
67336;Nordhouse;1734;1729
67337;Nothalten;456;424
67338;Obenheim;1359;1381
67340;Oberbronn;1570;1416
67341;Oberdorf-Spachbach;363;423
67342;Oberhaslach;1780;1743
67343;Oberhausbergen;5381;5652
67344;Oberhoffen-lès-Wissembourg;324;312
67345;Oberhoffen-sur-Moder;3486;3878
67346;Oberlauterbach;540;549
67347;Obermodern-Zutzendorf;1681;1767
67348;Obernai;11279;12303
67349;Oberrœdern;525;509
67350;Oberschaeffolsheim;2301;2578
67352;Obersoultzbach;433;389
67353;Obersteinbach;227;234
67354;Odratzheim;499;526
67355;Oermingen;1250;1098
67356;Offendorf;2476;2481
67358;Offwiller;796;807
67359;Ohlungen;1308;1381
67360;Ohnenheim;1032;1155
67361;Olwisheim;498;490
67362;Orschwiller;603;627
67363;Osthoffen;825;809
67364;Osthouse;924;955
67365;Ostwald;12604;13492
67366;Ottersthal;713;821
67367;Otterswiller;1339;1306
67368;Ottrott;1546;1594
67369;Ottwiller;260;245
67370;Petersbach;647;677
67371;La Petite-Pierre;618;599
67373;Pfalzweyer;321;324
67375;Pfulgriesheim;1311;1289
67377;Plaine;993;983
67378;Plobsheim;4443;4471
67379;Preuschdorf;891;891
67380;Printzheim;202;205
67381;Puberg;353;344
67382;Quatzenheim;781;755
67383;Rangen;198;209
67384;Ranrupt;329;308
67385;Ratzwiller;254;235
67386;Rauwiller;209;224
67387;Reichsfeld;296;289
67388;Reichshoffen;5396;5407
67389;Reichstett;4418;4554
67391;Reinhardsmunster;448;437
67392;Reipertswiller;858;842
67394;Retschwiller;285;275
67395;Reutenbourg;419;391
67396;Rexingen;203;202
67397;Rhinau;2698;2699
67398;Richtolsheim;343;378
67400;Riedseltz;1087;1130
67401;Rimsdorf;308;294
67403;Ringendorf;437;464
67404;Rittershoffen;911;914
67406;Rohr;311;366
67407;Rohrwiller;1634;1609
67408;Romanswiller;1239;1184
67409;Roppenheim;1003;1039
67410;Rosenwiller;686;640
67411;Rosheim;5149;5409
67412;Rossfeld;1002;1030
67413;Rosteig;537;471
67414;Rothau;1591;1481
67415;Rothbach;468;468
67416;Rott;472;467
67417;Rottelsheim;307;294
67418;Rountzenheim-Auenheim;1937;2000
67420;Russ;1254;1233
67405;Rœschwoog;2285;2273
67421;Saales;837;827
67422;Saasenheim;600;578
67423;Saessolsheim;570;602
67424;Saint-Blaise-la-Roche;228;243
67425;Saint-Jean-Saverne;560;537
67426;Saint-Martin;352;371
67427;Saint-Maurice;367;331
67428;Saint-Nabor;485;511
67429;Saint-Pierre;648;612
67430;Saint-Pierre-Bois;771;776
67432;Salmbach;578;589
67433;Sand;1283;1413
67434;Sarre-Union;2823;2751
67435;Sarrewerden;848;820
67436;Saulxures;512;505
67437;Saverne;11239;11323
67438;Schaeffersheim;835;841
67440;Schaffhouse-près-Seltz;558;549
67441;Schalkendorf;330;336
67442;Scharrachbergheim-Irmstett;1215;1320
67443;Scheibenhard;822;875
67444;Scherlenheim;126;114
67445;Scherwiller;3195;3121
67446;Schillersdorf;430;413
67447;Schiltigheim;31894;34382
67448;Schirmeck;2183;2081
67449;Schirrhein;2227;2263
67450;Schirrhoffen;694;800
67451;Schleithal;1428;1387
67452;Schnersheim;1613;1829
67456;Schopperten;445;412
67458;Schweighouse-sur-Moder;4939;5116
67459;Schwenheim;760;744
67460;Schwindratzheim;1675;1763
67461;Schwobsheim;323;325
67453;Schœnau;602;607
67454;Schœnbourg;428;371
67455;Schœnenbourg;688;711
67351;Seebach;1672;1620
67462;Sélestat;19252;19523
67463;Seltz;3235;3168
67464;Sermersheim;930;974
67465;Sessenheim;2315;2309
67466;Siegen;508;516
67467;Siewiller;386;381
67468;Siltzheim;636;615
67470;Solbach;104;106
67004;Sommerau;1524;1524
67471;Souffelweyersheim;8001;8182
67472;Soufflenheim;4889;4775
67473;Soultz-les-Bains;947;946
67474;Soultz-sous-Forêts;3177;3125
67475;Sparsbach;240;242
67476;Stattmatten;707;756
67477;Steige;609;627
67478;Steinbourg;1991;1928
67479;Steinseltz;596;612
67480;Still;1809;1799
67481;Stotzheim;1064;1105
67482;Strasbourg;280966;291709
67483;Struth;252;218
67484;Stundwiller;491;510
67485;Stutzheim-Offenheim;1455;1628
67486;Sundhouse;1823;1810
67487;Surbourg;1699;1718
67488;Thal-Drulingen;184;189
67489;Thal-Marmoutier;777;831
67490;Thanvillé;594;621
67491;Tieffenbach;261;245
67492;Traenheim;648;655
67493;Triembach-au-Val;463;430
67494;Trimbach;574;582
67495;Truchtersheim;4029;4328
67497;Uhlwiller;688;674
67498;Uhrwiller;706;708
67499;Urbeis;322;317
67500;Urmatt;1478;1476
67501;Uttenheim;552;584
67502;Uttenhoffen;204;218
67503;Uttwiller;161;157
67372;Val-de-Moder;5096;5047
67504;Valff;1318;1354
67505;La Vancelle;402;403
67506;Vendenheim;5664;6005
67507;Villé;1834;1755
67509;Volksberg;354;352
67508;Vœllerdingen;398;419
67510;Wahlenheim;478;609
67511;Walbourg;917;926
67513;Waldersbach;131;120
67514;Waldhambach;626;611
67515;Waldolwisheim;574;551
67516;Waltenheim-sur-Zorn;664;659
67517;Wangen;698;637
67122;Wangenbourg-Engenthal;1354;1339
67519;La Wantzenau;5841;5879
67520;Wasselonne;5652;5777
67521;Weinbourg;432;466
67522;Weislingen;535;545
67523;Weitbruch;2832;2721
67524;Weiterswiller;521;515
67525;Westhoffen;1651;1703
67526;Westhouse;1515;1638
67527;Westhouse-Marmoutier;306;360
67528;Weyer;576;515
67529;Weyersheim;3356;3515
67530;Wickersheim-Wilshausen;392;394
67531;Wildersbach;291;284
67532;Willgottheim;1085;1065
67534;Wilwisheim;725;768
67535;Wimmenau;1081;1060
67536;Windstein;164;173
67537;Wingen;453;453
67538;Wingen-sur-Moder;1626;1572
67539;Wingersheim les Quatre Bans;2292;2340
67540;Wintershouse;894;862
67541;Wintzenbach;544;525
67542;Wintzenheim-Kochersberg;425;527
67543;Wisches;2105;2061
67544;Wissembourg;7537;7541
67545;Witternheim;507;509
67546;Wittersheim;661;728
67547;Wittisheim;2054;2086
67548;Wiwersheim;880;897
67551;Wolfisheim;4157;4191
67552;Wolfskirchen;344;338
67553;Wolschheim;320;312
67554;Wolxheim;963;963
67550;Wœrth;1745;1676
67555;Zehnacker;246;251
67556;Zeinheim;201;226
67557;Zellwiller;794;808
67558;Zinswiller;769;722
67559;Zittersheim;250;239
68001;Algolsheim;1141;1132
68002;Altenach;393;378
68004;Altkirch;5737;5575
68005;Ammerschwihr;1779;1594
68007;Andolsheim;2162;2196
68008;Appenwihr;579;585
68009;Artzenheim;846;859
68010;Aspach;1128;1141
68011;Aspach-le-Bas;1321;1273
